variable_id,display_name,concept_family,sector_boundary,account_position,source_status,candidate_status,constructibility_status,allowed_use,prohibited_use,downstream_stage,notes,provider_release_commit,s21_intake_status,object_admissibility,can_enter_model_input_preparation,can_enter_modeling,can_construct_adjusted_shaikh,blocked_or_parked_status,s22_disposition,s22_planning_allowed,can_construct_variable_now,can_model_now,can_construct_adjusted_shaikh_now,provider_v1_commit,s21_commit,s22_notes
CORP__IPP__net_stock_quantity_index,CORP_intellectual_property_products_net_stock_quantity_index,frontier_conditioning_variables,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__IPP__retirements,CORP_intellectual_property_products_retirements,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__IPP__revaluation_holding_gains,CORP_intellectual_property_products_revaluation_holding_gains,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__ME__cfc_current_cost,CORP_machinery_equipment_cfc_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__ME__gross_investment_current_cost,CORP_machinery_equipment_gross_investment_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__ME__gross_stock_current_cost,CORP_machinery_equipment_gross_stock_current_cost,downstream_GPIM_benchmark,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__ME__net_stock_current_cost,CORP_machinery_equipment_net_stock_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__ME__net_stock_quantity_index,CORP_machinery_equipment_net_stock_quantity_index,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__ME__retirements,CORP_machinery_equipment_retirements,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__ME__revaluation_holding_gains,CORP_machinery_equipment_revaluation_holding_gains,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__NRC__cfc_current_cost,CORP_nonresidential_structures_cfc_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__NRC__gross_investment_current_cost,CORP_nonresidential_structures_gross_investment_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__NRC__gross_stock_current_cost,CORP_nonresidential_structures_gross_stock_current_cost,downstream_GPIM_benchmark,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__NRC__net_stock_current_cost,CORP_nonresidential_structures_net_stock_current_cost,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__NRC__net_stock_quantity_index,CORP_nonresidential_structures_net_stock_quantity_index,downstream_GPIM_and_K_cap,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__NRC__retirements,CORP_nonresidential_structures_retirements,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__NRC__revaluation_holding_gains,CORP_nonresidential_structures_revaluation_holding_gains,downstream_GPIM_diagnostics,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Retain as an explicit provider gap; no residual construction is permitted here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__TOTAL__cfc_current_cost,CORP_total_cfc_current_cost,sector_total_diagnostic,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__TOTAL__gross_investment_current_cost,CORP_total_gross_investment_current_cost,sector_total_diagnostic,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__TOTAL__gross_stock_current_cost,CORP_total_gross_stock_current_cost,downstream_GPIM_benchmark,CORP,fixed_assets,not_available,THEORETICALLY_MIXED_REVIEW_REQUIRED,metadata_or_mapping_review_required,documentation and mapping review only,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Preserve as a required gap. Do not substitute net stock or construct GPIM here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,not_admissible_theoretical_review_required,no,no,no,not_blocked_or_parked,exclude_pending_theoretical_review,no,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Excluded pending conceptual review.
CORP__TOTAL__net_stock_current_cost,CORP_total_net_stock_current_cost,sector_total_diagnostic,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP__TOTAL__net_stock_quantity_index,CORP_total_net_stock_quantity_index,sector_total_diagnostic,CORP,fixed_assets,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct BEA line. ME and NRC enter preferred K_cap downstream; IPP does not.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_CFC,CORP_consumption_fixed_capital,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_COMP,CORP_compensation_employees,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_DIVIDENDS_NET,CORP_net_dividends,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_GVA,CORP_gross_value_added,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_NET_INT,CORP_net_interest_misc_payments,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_NOS,CORP_net_operating_surplus,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_NVA,CORP_net_value_added,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_PBT,CORP_profits_before_tax,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_PROFITS_IVA_CC,CORP_profits_with_IVA_CCAdj,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
CORP_TRANSFERS_NET,CORP_business_current_transfers_net,Shaikh_income_correction_and_distributive_variables,CORP,income_accounts,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Direct NIPA Table 1.14 line; no adjusted share is constructed here.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
T711_L52,BankMonIntPaid_paid_state_local,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
T711_L53,CorpNFNetImpIntPaid_line53,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
T711_L73,BankMonIntPaid_received_federal,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
T711_L74,CorpNFNetImpIntPaid_line74,shaikh_candidate_semantic_audit_only,CORP_FIN_BOUNDARY,imputed_interest,staged,READY_AS_BASELINE,source_level_available,source inspection; downstream source-of-truth construction after separate import validation,adjusted Shaikh construction; model-input panel construction; econometrics; direct Chapter 2 use without import pass,future S21_IMPORT_PROVIDER_V1_DATASET only,Candidate Shaikh-line ingredient only. Staged with provenance. Not semantically admissible for CorpImpIntAdj_t construction until historical/current crosswalk validation passes.,af67374e28232d02d65765d3836dc2ab3e3da8eb,imported_from_provider_v1,eligible_for_model_input_preparation_only,yes,no,no,not_blocked_or_parked,include_for_future_variable_construction_planning,yes,no,no,no,af67374e28232d02d65765d3836dc2ab3e3da8eb,3a0f5064d92fc09f97a55850b4086670d9cedc4b,Planning-only inclusion; construction requires later pass.
