"object_id","display_name","object_group","classification","observation_status","theoretical_role","permitted_use","prohibited_use","evidence_stage","evidence_file","source_dataset","source_table","source_line","unit","coverage_start","coverage_end","observation_rows","future_review_required","promotion_to_core_capital","model_control_authorized","family_join_authorized","canonical_dataset_authorized"
"DOWNSTREAM__e_x_Kcap","e_x_Kcap","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_x_ME","e_x_ME","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_x_ME_NRC_gap","e_x_ME_NRC_gap","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__e_x_NRC","e_x_NRC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__GOV_TRANS_GPIM","GOV_TRANS_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__IPP_NFC_GPIM","IPP_NFC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_G_NFC_KCAP_GPIM","K_G_NFC_KCAP_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_G_NFC_ME_GPIM","K_G_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_G_NFC_NRC_GPIM","K_G_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_N_NFC_KCAP_GPIM","K_N_NFC_KCAP_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_N_NFC_ME_GPIM","K_N_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__K_N_NFC_NRC_GPIM","K_N_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__ln_e_adj_CORP","ln_e_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__ln_e_adj_NFC","ln_e_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__omega_adj_CORP","omega_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__omega_adj_NFC","omega_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__P_K_NFC_ME_GPIM","P_K_NFC_ME_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__P_K_NFC_NRC_GPIM","P_K_NFC_NRC_GPIM","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__pi_adj_CORP","pi_adj_CORP","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"DOWNSTREAM__pi_adj_NFC","pi_adj_NFC","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_zero_observation","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","","","","","","","0","yes","prohibited","no","no","no"
"T711_L28","BankMonIntPaid_received_financial","provider_source_inputs_other","DIAGNOSTIC_ONLY","observation_bearing_source_input","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","NIPA","T71100","28","Millions of current dollars","1946","2024","79","yes","prohibited","no","no","no"
"T711_L4","BankMonIntPaid_paid_financial","provider_source_inputs_other","DIAGNOSTIC_ONLY","observation_bearing_source_input","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","NIPA","T71100","4","Millions of current dollars","1946","2024","79","yes","prohibited","no","no","no"
"T711_L44","BankMonIntPaid_paid_banks_credit_investment","provider_source_inputs_other","DIAGNOSTIC_ONLY","observation_bearing_source_input","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","NIPA","T71100","44","Millions of current dollars","1946","2024","79","yes","prohibited","no","no","no"
"T711_L52","BankMonIntPaid_paid_state_local","provider_source_inputs_other","DIAGNOSTIC_ONLY","observation_bearing_source_input","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","NIPA","T71100","52","Millions of current dollars","1946","2024","79","yes","prohibited","no","no","no"
"T711_L53","CorpNFNetImpIntPaid_line53","provider_source_inputs_other","DIAGNOSTIC_ONLY","observation_bearing_source_input","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","NIPA","T71100","53","Millions of current dollars","1986","2024","39","yes","prohibited","no","no","no"
"T711_L73","BankMonIntPaid_received_federal","provider_source_inputs_other","DIAGNOSTIC_ONLY","observation_bearing_source_input","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","NIPA","T71100","73","Millions of current dollars","1946","2024","79","yes","prohibited","no","no","no"
"T711_L74","CorpNFNetImpIntPaid_line74","provider_source_inputs_other","DIAGNOSTIC_ONLY","observation_bearing_source_input","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","NIPA","T71100","74","Millions of current dollars","1946","2024","79","yes","prohibited","no","no","no"
"T711_L91","BankMonIntPaid_paid_government","provider_source_inputs_other","DIAGNOSTIC_ONLY","observation_bearing_source_input","Other provider source input retained only for diagnostic or lineage context.","diagnostic_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","NIPA","T71100","91","Millions of current dollars","1946","2024","79","yes","prohibited","no","no","no"
"WAGE_SHARE_UNADJUSTED_NFC_GVA_BASELINE","Wage Share Unadjusted Nfc Gva Baseline","provider_source_inputs_other","METADATA_REFERENCE_ONLY","metadata_only_record","Metadata-only provider or downstream construction reference; not observation-bearing analytical data.","metadata_reference_only","model_control; family_join; canonical_integration_in_S30C; promotion_to_core_capital","S24C","output/US/S24C_PROVIDER_SOURCE_INPUTS_OTHER_CONSTRUCTION/csv/S24C_provider_other_construction_ledger.csv","S20E_CL_CONCEPTUAL_LEDGER","S20E_CL_candidate_menu","","metadata_only","","","1","yes","prohibited","no","no","no"
"CORP__TOTAL__cfc_current_cost","CORP_total_cfc_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt404","17","Millions of current dollars","1925","2024","100","yes","prohibited","no","no","no"
"CORP__TOTAL__gross_investment_current_cost","CORP_total_gross_investment_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt407","17","Millions of current dollars","1901","2024","124","yes","prohibited","no","no","no"
"CORP__TOTAL__net_stock_current_cost","CORP_total_net_stock_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt401","17","Millions of current dollars","1925","2024","100","yes","prohibited","no","no","no"
"CORP__TOTAL__net_stock_quantity_index","CORP_total_net_stock_quantity_index","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt402","17","Chain-type quantity index","1925","2024","100","yes","prohibited","no","no","no"
"FIN__TOTAL__cfc_current_cost","FIN_total_cfc_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt404","33","Millions of current dollars","1925","2024","100","yes","prohibited","no","no","no"
"FIN__TOTAL__gross_investment_current_cost","FIN_total_gross_investment_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt407","33","Millions of current dollars","1901","2024","124","yes","prohibited","no","no","no"
"FIN__TOTAL__net_stock_current_cost","FIN_total_net_stock_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt401","33","Millions of current dollars","1925","2024","100","yes","prohibited","no","no","no"
"FIN__TOTAL__net_stock_quantity_index","FIN_total_net_stock_quantity_index","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt402","33","Chain-type quantity index","1925","2024","100","yes","prohibited","no","no","no"
"NFC__TOTAL__cfc_current_cost","NFC_total_cfc_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt404","37","Millions of current dollars","1925","2024","100","yes","prohibited","no","no","no"
"NFC__TOTAL__gross_investment_current_cost","NFC_total_gross_investment_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt407","37","Millions of current dollars","1901","2024","124","yes","prohibited","no","no","no"
"NFC__TOTAL__net_stock_current_cost","NFC_total_net_stock_current_cost","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt401","37","Millions of current dollars","1925","2024","100","yes","prohibited","no","no","no"
"NFC__TOTAL__net_stock_quantity_index","NFC_total_net_stock_quantity_index","provider_total_nonpromotion","DIAGNOSTIC_ONLY","observation_bearing_source_input","Provider TOTAL is a provider category and is not analytical downstream TOT.","diagnostic_reference_only","analytical_TOT; core_capital; model_control; family_join; canonical_integration_in_S30C","S24B","output/US/S24B_FIXED_ASSETS_SOURCE_INPUTS_CONSTRUCTION/csv/S24B_fixed_assets_construction_ledger.csv","FixedAssets","FAAt402","37","Chain-type quantity index","1925","2024","100","yes","prohibited","no","no","no"
"CORP__TOTAL__gross_stock_current_cost","CORP__TOTAL__gross_stock_current_cost","provider_total_review_required","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"CORP__TOTAL__official_price_index","CORP__TOTAL__official_price_index","provider_total_review_required","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__TOTAL__gross_stock_current_cost","FIN__TOTAL__gross_stock_current_cost","provider_total_review_required","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"FIN__TOTAL__official_price_index","FIN__TOTAL__official_price_index","provider_total_review_required","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__TOTAL__gross_stock_current_cost","NFC__TOTAL__gross_stock_current_cost","provider_total_review_required","PARKED_FOR_FUTURE_RESEARCH","excluded_or_deferred_no_observations","Preserve as a required gap. Do not substitute net stock or construct GPIM here.","future_research_review_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"NFC__TOTAL__official_price_index","NFC__TOTAL__official_price_index","provider_total_review_required","DIAGNOSTIC_ONLY","excluded_or_deferred_no_observations","Diagnostic only. Do not treat an implicit or official BEA price index as a GPIM output.","diagnostic_reference_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","yes","prohibited","no","no","no"
"RESIDENTIAL_CAPITAL_MENU","RESIDENTIAL_CAPITAL_MENU","residential_excluded","EXCLUDED_FROM_CHAPTER2_DATASET","excluded_no_observations","Preserve as an exclusion diagnostic; never include silently in K_cap.","exclusion_documentation_only","core_capital; model_control; family_join; canonical_integration_in_S30C; direct_Chapter2_use_without_future_authorization","S22","output/US/S22_MODEL_INPUT_PREPARATION_FROM_PROVIDER_V1/csv/S22_excluded_candidate_blocked_parked_audit.csv","S21_variable_menu_v1","","","","","","0","no","prohibited","no","no","no"
